"id","name","installed_capacity_MW","pumping_MW","type","country_code","lat","lon","dam_height_m","volume_Mm3","storage_capacity_MWh","avg_annual_generation_GWh"
"H3472","Cal Carné",0.2605,"","HROR","ES",41.68027271,1.847360293,6,"","",""
"H3473","Salt Can Comas",0.24,"","HROR","ES",41.60718125,1.849202369,3.8,"","",""
"H3474","Salt de Can Gomis",0.424,"","HROR","ES",41.59391586,1.85391347,6.01,"","",""
"H3475","Colònia Burès",0.9,"","HROR","ES",41.63967021,1.856477022,8.25,"","",""
"H3476","Salt de Pendis",1.085,"","HROR","ES",42.257943,1.846572477,101.3,"","",""
"H3477","Salt de Bagà",0.665,"","HROR","ES",42.25784614,1.846792467,48.4,"","",""
"H3478","El Borràs",0.504,"","HROR","ES",41.62816297,1.859573572,"","","",""
"H3479","Can Soler",0.662,"","HROR","ES",41.66554476,1.858938107,6.66,"","",""
"H3480","Font del Riu",0.287,"","HROR","ES",41.65078953,1.859666913,3,"","",""
"H3481","Can Parareda",0.05,"","HROR","ES",42.25521966,1.848913366,6.56,"","",""
"H3482","Berga-1 (Can Turó)",0.411,"","HROR","ES",42.10349825,1.852218465,22.4,"","",""
"H3483","Berga II",0.245,"","HROR","ES",42.10074293,1.852280257,13.53,"","",""
"H3484","Els Carburos",0.24,"","HROR","ES",41.6926911,1.859780265,6.12,"","",""
"H3485","Maurici Roset (riu Greixer)",0.838,"","HROR","ES",42.26848548,1.851594283,279,"","",""
"H3486","El Cairat",2.307,"","HROR","ES",41.57079803,1.864241398,23.23,"","",""
"H3487","Can Balet i Vendrell (sala 1)",0.598,"","HROR","ES",41.66036804,1.864626534,4.14,"","",""
"H3488","Les Boades",0.492,"","HROR","ES",41.68950457,1.864522863,7.5,"","",""
"H3489","La Bauma",0.506,"","HROR","ES",41.62464018,1.866754119,6.31,"","",""
"H3490","Salt de les Les Hortes",0.18,"","HROR","ES",41.72614066,1.867761395,35.92,"","",""
"H3491","Marcetas",1.6898,"","HROR","ES",41.71151442,1.868775405,26.984,"","",""
"H3492","Pont de Vilomara",0.523,"","HROR","ES",41.6999854,1.869674554,7.5,"","",""
"H3493","Can Sedó",0.5,"","HROR","ES",41.54840205,1.872966575,4.808,"","",""
"H3494","Teixits Gonfaus",0.11,"","HROR","ES",42.24945718,1.864413031,1.8,"","",""
"H3495","El Collet de Vallcebre",0.495,"","HROR","ES",42.21730487,1.866188796,"","","",""
"H3496","Hidrolèlectrica el Molí",0.43,"","HROR","ES",41.85508735,1.872886721,5.375,"","",""
"H3497","Ciments Collet",0.08832,"","HROR","ES",42.21599376,1.867484384,"","","",""
"H3498","Colònia Rosal (Berga-Olvan)",0.935,"","HROR","ES",42.07498298,1.870248963,16.5,"","",""
"H3499","La Plana",0.947,"","HROR","ES",42.05440656,1.872402289,13.97,"","",""
"H3500","Salt de Guardiola",0.56,"","HROR","ES",42.21476232,1.869553876,24.42,"","",""
"H3501","Colònia Monegal",0.34,"","HROR","ES",42.04622792,1.873235689,7.23,"","",""
"H3502","Molí del Casso",0.045,"","HROR","ES",42.23981712,1.872270068,"","","",""
"H3503","Vilafruns",0.258,"","HROR","ES",41.8418238,1.879671848,7.6,"","",""
"H3504","Colònia Cal Vidal",0.7,"","HROR","ES",41.94100039,1.880120763,16.25,"","",""
"H3505","Berga 3 (Benjac) - Canal industrial de Berga",2.924,"","HROR","ES",42.08444036,1.877661906,157.55,"","",""
"H3506","Tèxtil Moisa",0.375,"","HROR","ES",41.83015711,1.882139308,4.7,"","",""
"H3507","Cal Riera",0.426,"","HROR","ES",41.92981848,1.88055761,6.41,"","",""
"H3508","Ametlla de Merola",1.249,"","HROR","ES",41.90807534,1.881359596,15.39,"","",""
"H3509","Colònia Marçal",0.47064,"","HROR","ES",41.95627126,1.881530631,10.915,"","",""
"H3510","Central de l'embassament de La Baells",6.95,"","HDAM","ES",42.11826235,1.879835414,100,109.43,"",""
"H3511","Puig-Reig",0.95,"","HROR","ES",41.97682588,1.882631489,9.37,"","",""
"H3512","Cal Metre",0.428,"","HROR","ES",42.03598369,1.882042724,11.2,"","",""
"H3513","Càtex Molí",0.125,"","HROR","ES",41.53538772,1.891605563,5.67,"","",""
"H3514","Colònia Cal Pons",1.26,"","HROR","ES",41.96474872,1.884544124,13.78,"","",""
"H3515","Filatures Forcada",0.261,"","HROR","ES",41.90021994,1.885824704,4,"","",""
"H3516","Colonia Soldevila",0.289,"","HROR","ES",41.88440528,1.886858856,"","","",""
"H3517","Colònia Viladomiu Vell",0.48,"","HROR","ES",42.00792506,1.885384116,7.17,"","",""
"H3518","La Rabeia",0.23,"","HROR","ES",41.8766047,1.887705265,5.685,"","",""
"H3519","Cal Prat",0.72,"","HROR","ES",41.98690081,1.885992408,"","","",""
"H3520","Cal Bassacs",0.3,"","HROR","ES",42.02235088,1.886050155,9.32,"","",""
"H3521","Guixaró",0.238,"","HROR","ES",41.99492286,1.886637287,7.48,"","",""
"H3522","Viladomiu Nou",0.36,"","HROR","ES",42.0026773,1.886622845,6.99,"","",""
"H3523","El Pont Vell",0.2,"","HROR","ES",41.75319535,1.89250892,4.57,"","",""
"H3524","Serrassans",0.132,"","HROR","ES",41.82674451,1.891531123,"","","",""
"H3525","Casa Torres Amat",0.036,"","HROR","ES",41.82422499,1.893645704,"","","",""
"H3526","Nova Xibèria",0.562,"","HROR","ES",41.82189096,1.895383662,9.55,"","",""
"H3527","Fàbrica del Riu",0.081,"","HROR","ES",41.74855732,1.897243186,3.34,"","",""
"H3528","Sant Benet",0.377,"","HROR","ES",41.7430838,1.901281453,8.3,"","",""
"H3529","Pont de Cabrianes",0.108,"","HROR","ES",41.77519042,1.903813853,5.1,"","",""
"H3530","Cabrianes",0.225,"","HROR","ES",41.79891361,1.903734608,8.55,"","",""
"H3531","Galobart",0.581,"","HROR","ES",41.76397676,1.905688977,6.54,"","",""
"H3532","La Corbatera",0.202,"","HROR","ES",41.78094347,1.905460695,8.1,"","",""
"H3533","Can Bros",0.8875,"","HROR","ES",41.49621316,1.921697686,6.4585,"","",""
"H3534","Colònia Jorba",0.075,"","HROR","ES",41.75871998,1.934780563,15,"","",""
"H3535","Fàbrica d'Electricitat Jorba",0.48,"","HROR","ES",41.76485859,1.942137809,72.74,"","",""
"H3536","La Cortada",0.145,"","HROR","ES",41.98922766,1.967235725,12.6,"","",""
"H3537","Ca l'Artigas / CH Carburs (171450-003)",0.58,"","HROR","ES",42.25214423,1.975697771,60,"","",""
"H3538","Granja Escrigàs",0.00736,"","HROR","ES",42.0046349,1.981018173,8.8,"","",""
"H3539","Clot del Moro",2.6,"","HROR","ES",42.260534,1.979296208,321.69,"","",""
"H3540","El molí de les fonts del Llobregat",0.0666,"","HROR","ES",42.28162582,2.012150618,7.5,"","",""
"H3541","Molí Serradell (Merdàs)",0.0047775,"","HROR","ES",42.23465992,2.118368921,"","","",""
"H3542","Parramon",0.336,"","HROR","ES",42.26703586,2.158974578,19.71,"","",""
"H3543","Montagut (AEG)",1.008,"","HROR","ES",42.27822126,2.160172008,36.07,"","",""
"H3544","Colònia Fàbregas",0.3576,"","HROR","ES",42.29088775,2.161932421,"","","",""
"H3545","Colònia Herand",0.14,"","HROR","ES",42.24671704,2.16377799,10,"","",""
"H3546","Molí d'en Sart",0.037,"","HROR","ES",42.3082165,2.163304185,"","","",""
"H3547","Pont de la Cabreta",0.78,"","HROR","ES",42.25018771,2.164229157,34,"","",""
"H3548","Colònia Pernau",0.426,"","HROR","ES",42.23961625,2.165714025,12,"","",""
"H3549","Prat Rumí",0.16,"","HROR","ES",42.29492444,2.165906318,12.875,"","",""
"H3550","El Molí de Queralbs",0.7,"","HROR","ES",42.34634205,2.166173872,44.65,"","",""
"H3551","Colònia Molinou",0.232,"","HROR","ES",42.23542572,2.167829517,10.3,"","",""
"H3552","Can Noguera 1",0.2,"","HROR","ES",42.213903,2.168124253,13.32,"","",""
"H3553","Can Noguera 2",0.082,"","HROR","ES",42.21179714,2.168345726,6.53,"","",""
"H3554","Fàbrica de Pastes",0.064,"","HROR","ES",42.30274212,2.167198344,8.79,"","",""
"H3555","El Martinet",0.09,"","HROR","ES",42.22229107,2.169819558,"","","",""
"H3556","Plaça del Mercat",0.1,"","HROR","ES",42.30659165,2.16897969,"","","",""
"H3557","Hilados",1.65,"","HROR","ES",42.31099806,2.170559797,91.76,"","",""
"H3558","Carburos",1,"","HROR","ES",42.31030553,2.170690227,"","","",""
"H3559","La Farba",1.2,"","HROR","ES",42.35703397,2.171387468,53.62,"","",""
"H3560","Rialb",1,"","HROR","ES",42.33365775,2.171864344,56.28,"","",""
"H3561","Salt de Freser",6,"","HROR","ES",42.3642447,2.174705208,"","","",""
"H3562","Sorribes",0.29,"","HROR","ES",42.20418487,2.17932341,12.4,"","",""
"H3563","Pardines",1.28,"","HROR","ES",42.31430719,2.187456111,"","","",""
"H3564","Serra Balet",0.245,"","HROR","ES",42.20320658,2.192491027,7.5,"","",""
"H3565","Sant Quintí",0.265,"","HROR","ES",42.17818872,2.195279539,5.65,"","",""
"H3566","Greens Power",0.91,"","HROR","ES",42.20564013,2.195318865,30.51,"","",""
"H3567","Salt Agafallops",0.145,"","HROR","ES",42.18951574,2.197436893,"","","",""
"H3568","El Roig",0.56,"","HROR","ES",42.17063214,2.197808841,9.95,"","",""
"H3569","l'Aliguer",0.296,"","HROR","ES",42.15168794,2.202417433,4.36,"","",""
"H3570","Salt La Corba",0.5,"","HROR","ES",42.16445485,2.203128709,9.599,"","",""
"H3571","El Carbur de Dalt",0.628,"","HROR","ES",42.12253574,2.205214841,"","","",""
"H3572","La Farga de Bebié",1.095,"","HROR","ES",42.13133208,2.206097037,13.9,"","",""
"H3573","La Cúbia",0.597,"","HROR","ES",42.14236196,2.208282764,10.628,"","",""
"H3574","Carburos Montesquiu",1.083,"","HROR","ES",42.11326644,2.208874816,"","","",""
"H3575","l'Escala d'en Botei",0.728,"","HROR","ES",42.15437532,2.209428164,10.353,"","",""
"H3576","La Verneda",0.66,"","HROR","ES",42.10417195,2.217042735,7.018,"","",""
"H3577","Colònia Can Guixà",0.515,"","HROR","ES",42.09865684,2.225866141,6.29,"","",""
"H3578","La Caseta",0.45,"","HROR","ES",42.08439187,2.2287237,4.71,"","",""
"H3579","L'Illa",0.97,"","HROR","ES",42.09292142,2.230131892,"","","",""
"H3580","El Molí de l'Espona",0.3,"","HROR","ES",42.07399057,2.23158168,"","","",""
"H3581","Salt de la Coromina",0.47,"","HROR","ES",42.04427484,2.236483076,4.576,"","",""
"H3582","La Farga Lacambra",0.3,"","HROR","ES",42.03801333,2.24025507,6.3,"","",""
"H3583","La Mambla d'Orís",1.317,"","HROR","ES",42.073059,2.240465841,9.621,"","",""
"H3584","Serradal",0.6,"","HROR","ES",42.22154747,2.239209697,12.8,"","",""
"H3585","Borgonyà",0.65,"","HROR","ES",42.06343354,2.242200186,"","","",""
"H3586","Colònia Ymbern",0.232,"","HROR","ES",42.05584899,2.243402201,"","","",""
"H3587","Cal Escolà",0.22,"","HROR","ES",42.00360112,2.244625317,3.939,"","",""
"H3588","La Gleva",0.609,"","HROR","ES",42.01024319,2.249389433,"","","",""
"H3589","CH Gallifa - Filatures Marquet - Grup 2",0.75,"","HROR","ES",42.02019798,2.2511566,10.35,"","",""
"H3590","Can Tarrés",0.3,"","HROR","ES",42.04143223,2.254822031,3.04,"","",""
"H3591","Colònia Vilaseca",0.31,"","HROR","ES",42.05892249,2.2547626,6.46,"","",""
"H3592","Filats Rusiñol",0.24,"","HROR","ES",41.99553105,2.258412413,5.1,"","",""
"H3593","Can Blanc",0.107,"","HROR","ES",42.04822459,2.257824005,"","","",""
"H3594","Cal Gat",0.6,"","HROR","ES",42.22373793,2.257371258,16.33,"","",""
"H3595","Dolcet",0.209,"","HROR","ES",41.99700886,2.265531021,"","","",""
"H3596","Comamala",0.1,"","HROR","ES",42.23160075,2.281467957,"","","",""
"H3597","Can Benet",0.075,"","HROR","ES",42.25969377,2.283331412,"","","",""
"H3598","Cal Espona",0.5,"","HROR","ES",42.23554912,2.286380015,23.15,"","",""
"H3599","Malars",0.135,"","HROR","ES",41.98423404,2.290762742,3.04,"","",""
"H3600","La Grevolosa",0.065,"","HROR","ES",42.24926589,2.289328667,43.2,"","",""
"H3601","Can Llanes",0.25,"","HROR","ES",41.99850206,2.293936847,1.9,"","",""
"H3602","Tregurà",4.436,"","HROR","ES",42.34174258,2.296907389,"","","",""
"H3603","Portabella",0.29,"","HROR","ES",41.98178262,2.30820867,3.49,"","",""
"H3604","Brutau-II",2.845,"","HROR","ES",42.33220335,2.309952732,"","","",""
"H3605","Folcrà",0.62,"","HROR","ES",42.24729652,2.319521646,26.06,"","",""
"H3606","Llanars",1.44,"","HROR","ES",42.31983,2.339176991,"","","",""
"H3607","Feitús",0.259,"","HROR","ES",42.32540199,2.344968557,90.97,"","",""
"H3608","Brutau-I",0.25,"","HROR","ES",42.31843481,2.348754237,17.7,"","",""
"H3609","Brandia",0.62,"","HROR","ES",42.25447295,2.350321952,24.5,"","",""
"H3610","Les Rocasses-1",0.157,"","HROR","ES",42.30395299,2.358342647,"","","",""
"H3611","Les Rocasses-2",0.34,"","HROR","ES",42.29920763,2.358500014,15.8,"","",""
"H3612","Matabosch",0.286,"","HROR","ES",42.29336623,2.360754924,12.244,"","",""
"H3613","Iglesies",0.128,"","HROR","ES",42.31015702,2.362975399,"","","",""
"H3614","Mariner",1.242,"","HROR","ES",42.26298303,2.364650858,48.2,"","",""
"H3615","Cruanyes",0.20755,"","HROR","ES",42.31963847,2.380694797,"","","",""
"H3616","Can Riera Moliner",0.6,"","HROR","ES",41.7755881,2.395642854,228.29,"","",""
"H3617","El Molí d'Espinavell",0.015,"","HROR","ES",42.37990412,2.393622711,"","","",""
"H3618","Central de l'embassament de Sau",55.56,"","HDAM","ES",41.96761928,2.414154641,97,165.26,"",""
"H3619","Salt Gualba II",0.518,"","HROR","ES",41.75509843,2.480613014,420,"","",""
"H3620","Beget",0.095,"","HROR","ES",42.32130424,2.480362827,"","","",""
"H3621","Salt Gualba III",1.073,"","HROR","ES",41.74731425,2.488168707,354,"","",""
"H3622","vila Junvinya Finca registral número 815",0.037,"","HROR","ES",42.2109552,2.507835992,11.6,"","",""
"H3623","Molí Fondo",0.0697,"","HROR","ES",42.21407403,2.510561968,12.7,"","",""
"H3624","La Sebastiana",0.19,"","HROR","ES",42.21613951,2.521959073,17.639,"","",""
"H3625","La Sebastianeta",0.045,"","HROR","ES",42.21655056,2.527698886,5.26,"","",""
"H3626","Dusol 1",0.04,"","HROR","ES",42.06159496,2.532051866,"","","",""
"H3627","Can Gridó",0.28,"","HROR","ES",42.2184009,2.537535572,17.5,"","",""
"H3628","El Molí de Vilamala",0.022,"","HROR","ES",42.06327934,2.550109065,13,"","",""
"H3629","Monter",0.17,"","HROR","ES",42.04486963,2.554649331,32.487,"","",""
"H3630","Mulleras",0.16,"","HROR","ES",42.21993851,2.555129627,10.64,"","",""
"H3631","Can Xaudiera",0.05888,"","HROR","ES",42.21945626,2.560864074,11.27,"","",""
"H3632","Central de l'embassament de Susqueda",88.55,"","HDAM","ES",41.98538029,2.571035327,165.5,232.91,"",""
"H3633","Can Sorribes",0.359,"","HROR","ES",42.20959381,2.587402636,24.4,"","",""
"H3634","Aigües del Brugent",0.046,"","HROR","ES",42.02544351,2.588728336,"","","",""
"H3635","Les Mines d'Osor",0.06512,"","HROR","ES",41.95011144,2.591155435,27.6,"","",""
"H3636","Central de l'embassament de Pasteral I",6.32,"","HDAM","ES",41.98449599,2.600532576,25.9,1.3,"",""
"H3637","Sant Jaume",0.21,"","HROR","ES",42.20935869,2.605042858,"","","",""
"H3638","Osor",0.59,"","HROR","ES",41.95099009,2.610732029,67.02,"","",""
"H3639","CH Pasteral II",1.685,"","HROR","ES",41.97628828,2.623746615,14,"","",""
"H3640","Salt d'Anglès",0.651,"","HROR","ES",41.96002054,2.634389015,10.27,"","",""
"H3641","Can Carlot",0.205,"","HROR","ES",42.21090294,2.639112128,7.5,"","",""
"H3642","Molí Nou (A) (El Molinot)",0.25,"","HROR","ES",42.20942161,2.658297822,"","","",""
"H3643","Bonmatí",0.7,"","HROR","ES",41.9674235,2.669876493,"","","",""
"H3644","Vilanna",0.44,"","HROR","ES",41.97265678,2.686070931,7.77,"","",""
"H3645","Bescanó",1.176,"","HROR","ES",41.96851982,2.719763086,9.73,"","",""
"H3646","Grober",0.808,"","HROR","ES",41.96923759,2.733735726,8.58,"","",""
"H3647","Serinyà",0.42,"","HROR","ES",42.18704976,2.765920932,8.9,"","",""
"H3648","Montfullà",0.296,"","HROR","ES",41.97003284,2.768177487,4.49,"","",""
"H3649","Martís",0.326,"","HROR","ES",42.18349536,2.781192099,8.23,"","",""
"H3650","Salt-1",0.12,"","HROR","ES",41.9756537,2.78232742,5.05,"","",""
"H3651","Salt-2",0.17,"","HROR","ES",41.97696952,2.792510327,4.53,"","",""
"H3652","Esponellà-B",0.14,"","HROR","ES",42.17819421,2.797883859,4.9,"","",""
"H3653","El molí de Girona",0.188,"","HROR","ES",41.98343324,2.822933885,3.55,"","",""
"H3654","Mitjans",0.11,"","HROR","ES",42.01371376,2.823006928,2.3,"","",""
"H3655","Molí dels Sords",0.064,"","HROR","ES",42.09052174,2.822914481,"","","",""
"H3656","Aurora II",0.265,"","HROR","ES",42.00086196,2.823453093,5.45,"","",""
"H3657","Campdorà",0.393,"","HROR","ES",42.02684615,2.829433198,6.3,"","",""
"H3658","Travy-Vilert",0.272,"","HROR","ES",42.17487676,2.829229736,6,"","",""
"H3659","Central de l'embassament de Darnius Boadella",3.58,"","HDAM","ES",42.34038429,2.83505879,"",60.18,"",""
"H3660","Orfes",0.323,"","HROR","ES",42.17694922,2.879703766,"","","",""
"H3661","Arenys d'Empordà",0.272,"","HROR","ES",42.16011741,2.957511033,8,"","",""
"H3662","Molí d'en Vinyals",0.365,"","HROR","ES",42.05572412,2.9603603,5.537,"","",""
"H3663","Sentmenat",0.363,"","HROR","ES",42.16453735,2.98432278,9,"","",""
"H3664","Ribarroja Riba-Roja",262.8,"","HDAM","ES",41.2512192,0.4870597,34,210,"",""
"H3665","Kinlochleven Hydro Power Plant KNLCV-1",24,"","HROR","UK",56.713663,-4.9617,26.2,"","",""
"H3320","Dezzo di Scalve (derivazione Dezzo)",3.06,"","HROR","IT",45.983092,10.10006,"","","",""
"H3423","Edison Publino (UP_ALTOADDA_1)",2,"","HDAM","IT",46.150244,9.818459,342,5,"",2.2
"H3668","Pumpspeicherwerk Rönkhausen PSW-ROENK-KW",138,"","HPHS","DE",51.22475,7.99281,"","","",""
"H3669","Lee Scheme",27,"","HROR","IE",51.89,-8.61,"","","",""
"H3370","Ujmani",35,"","HDAM","XK",42.940311,20.652053,"",350,"",95
"H3371","HC LUMBARDHI 1 2 Belaja DECANI",30.2,"","HROR","XK",42.58880928,20.17900745,"","","",""
"H3372","Centrale hydraulique EDF de Golfech - Sud-Ouest",63,"","HROR","FR",44.1091231,0.8503732,"","","",""
"H3373","Romanche-Gavet",97,"","HROR","FR",45.1171846,5.9590868,270,"","",""
"N1","Åna-Sira",150,"","HDAM","NO",58.293734,6.453253,47,155,17205,666.6658
"N2","Trælandsfos",10,"","HDAM","NO",58.348278,6.964348,25.7,"","",31.11
"N3","Laudal",32,"","HDAM","NO",58.244885,7.515696,36,2.3,186.3,184.6935
"N4","Tonstad",960,"","HDAM","NO",58.658155,6.728166,442,70.19,73839.88,4357.37
"N5","Finså",23,"","HDAM","NO",58.65991,6.698752,298,22,14762,152.3353
"N6","Bjelland",55,"","HDAM","NO",58.405782,7.523531,84.3,2.2,426.8,346.9117
"N7","Håverstad",48,"","HDAM","NO",58.505942,7.417104,85,11.2,1993.6,293.7408
"N8","Smeland",24,"","HDAM","NO",58.669051,7.450992,97,1.4,322,144.5292
"N9","Maudal",25.5,"","HDAM","NO",58.764682,6.36841,300,63,44604,101.0913
"N10","Flørli",80,"","HDAM","NO",59.010981,6.445128,755,87.5,162050,317.7538
"N11","Lysebotn",210,"","HDAM","NO",59.054051,6.61583,629,"","",1303.059
"N12","Solhom",200,"","HDAM","NO",58.775692,7.012965,215,336.8,169747.2,809.6342
"N13","Kvinen",80,"","HDAM","NO",58.935618,7.088094,120,104,30056,258.675
"N14","Roskrepp",50,"","HDAM","NO",59.026673,7.089143,88,695,143865,135.5806
"N15","Logna",20.2,"","HDAM","NO",58.763639,7.51007,146.39,143.2,50406.4,119.2443
"N16","Hovatn",45,"","HDAM","NO",58.983853,7.67232,487.7,66,74976,68.6171
"N17","Vigelandsfoss",26,"","HDAM","NO",58.253518,7.958415,19.5,0.05,2.4,186.3583
"N18","Hunsfoss",25.1,"","HDAM","NO",58.265174,7.966342,13.67,"","",141.5
"N19","Steinsfoss",110,"","HDAM","NO",58.300155,7.967539,58,0,0,542.2186
"N20","Nomeland",28.7,"","HDAM","NO",58.356703,7.904827,20.39,0.25,10.75,172.5795
"N21","Iveland",87,"","HDAM","NO",58.390377,7.894692,50.5,222.3,24897.6,501.2
"N22","Hanefoss",22,"","HDAM","NO",58.530437,8.334303,70,16.4,2509.2,126.351
"N23","Evenstad",23.5,"","HDAM","NO",58.54292,8.673607,17.3,"","",123.4488
"N24","Bøylefoss",65,"","HDAM","NO",58.596229,8.716276,62,0,0,419.0624
"N25","Båtsvatn",30,"","HDAM","NO",68.090128,17.716649,204.8,187,91630,104.9062
"N26","Jørundland",55.2,"","HDAM","NO",58.906297,8.22607,278.6,256.7,163774.6,212.1743
"N27","Dynjanfoss",33,"","HDAM","NO",58.951934,8.394045,80.19,220.3,42077.3,173.1927
"N28","Høgefoss",25,"","HDAM","NO",58.951596,8.517097,64,"","",139.2271
"N29","Hardeland H",24,"","HDAM","NO",59.657665,6.096469,418.6,71.7,63741.3,89.4214
"N30","Hardeland K",12,"","HDAM","NO",59.657561,6.096339,325,21.25,15725,46.2489
"N31","Blåfalli III H",100,"","HDAM","NO",59.874602,6.073857,320,157.52,115147.12,416.4952
"N32","Frøland",24.9,"","HDAM","NO",60.384643,5.806852,147.6,0.3,94.2,146.9
"N33","Stølsdal",17,"","HDAM","NO",59.314015,6.621668,95,2.4,525.6,62.6539
"N34","Holen I-II",230,"","HDAM","NO",59.353128,7.247817,250,1268.4,743282.4,584.6973
"N35","Holen III",160,"","HDAM","NO",59.353127,7.247782,610,275.9,415505.4,246.6902
"N36","Brokke",330,"","HDAM","NO",59.12481,7.5063,300,296,199504,1555.607
"N37","Storlivatn",48,"","HDAM","NO",59.687515,6.521502,215,114.6,56612.4,239.8988
"N38","Kvilldal",1240,"","HDAM","NO",59.526994,6.658841,536.5,293.02,382977.14,3611.467
"N39","Hylen",160,"","HDAM","NO",59.555761,6.598419,68,44,7260,946.5079
"N40","Suldal I",160,"","HDAM","NO",59.651863,6.824512,306,115,85100,1077.896
"N41","Suldal II",150,"","HDAM","NO",59.651863,6.824512,559,1.6,2115.2,771.5302
"N42","Dalvatn",35.4,"","HDAM","NO",59.690494,6.570213,185,27.9,12415.5,173.3778
"N43","Blåfalli IV",13,"","HDAM","NO",59.930933,6.197613,150,46,16606,66.941
"N44","Novle",40,"","HDAM","NO",59.831861,6.881373,275,172.2,119506.8,239.6537
"N45","Røldal",166,"","HDAM","NO",59.818537,6.818576,365,301,247723,903.5
"N46","Svandalsflona",20,"","HDAM","NO",59.850284,6.962739,200,28,14112,42.2495
"N47","Songa",120,"","HDAM","NO",59.779587,7.728818,286.7,750,480000,588.6658
"N48","Mauranger",250,"","HDAM","NO",60.127577,6.337427,830,88.7,171102.3,1145.972
"N49","Oksla",206,"","HDAM","NO",60.125942,6.568911,450,426,454542,972.9718
"N50","Tysso II",224,"","HDAM","NO",60.129931,6.641965,725,353.2,594082.4,1068.956
"N51","Mågeli",29,"","HDAM","NO",60.132949,6.628085,610,3,4167,132.1838
"N52","Åmdal",21,"","HDAM","NO",59.363499,8.052367,252,0.7,415.1,101.8965
"N53","Fjone",50,"","HDAM","NO",59.21679,8.451892,258,223.5,137676,135.126
"N54","Osen",16.5,"","HDAM","NO",59.356167,8.177044,92.3,19.8,4257,67.5103
"N55","Vrangfoss",36,"","HDAM","NO",59.30235,9.203938,23,0,0,218.8306
"N56","Eidsfoss",15,"","HDAM","NO",59.297123,9.219933,10,"","",97.0593
"N57","Sundsbarm",111,"","HDAM","NO",59.498545,8.633632,480,228,260148,478.2516
"N58","Hjartdøla",104,"","HDAM","NO",59.608253,8.713219,592,91.2,118560,425.2527
"N59","Svelgfoss",92,"","HDAM","NO",59.581204,9.25728,69,0,0,424.0959
"N60","Tinfos I",41,"","HDAM","NO",59.568963,9.26405,29.2,"","",190.9641
"N61","Grønvollfoss",33,"","HDAM","NO",59.658549,9.207749,22.6,"","",175.4352
"N62","Årlifoss",22.2,"","HDAM","NO",59.686023,9.142329,17.6,204.1,7959.9,103.3687
"N63","Frøystul",45.6,"","HDAM","NO",59.825847,8.345667,61.5,1064,150024,186.5
"N64","Vemork",204,"","HDAM","NO",59.86944,8.493679,300,1.4,1047.2,953.033
"N65","Mæl",37.5,"","HDAM","NO",59.919989,8.777644,44.79,"","",185.6011
"N66","Djupdal",14.3,"","HDAM","NO",59.939501,9.339152,16,"","",62.7783
"N67","Mykstufoss",48,"","HDAM","NO",60.049487,9.199798,61.7,0,0,215.5707
"N68","Uvdal I",90,"","HDAM","NO",60.243794,8.701658,595,220,289300,239.0206
"N69","Uvdal II",40,"","HDAM","NO",60.257442,8.92642,193,"","",152.2665
"N70","Nore I",206,"","HDAM","NO",60.267223,8.959338,361,352,279840,758.809
"N71","Skotfoss",24,"","HDAM","NO",59.207785,9.528109,10,9,198,183.3928
"N72","Klosterfoss",10.5,"","HDAM","NO",59.198381,9.609542,5,"","",92.117
"N73","Skollenborg",97,"","HDAM","NO",59.621986,9.667983,60.09,"","",392.7904
"N74","Gamlebrofoss",15,"","HDAM","NO",59.657714,9.651615,14.3,"","",65.5124
"N75","Pikerfoss",15.8,"","HDAM","NO",59.721147,9.594435,13.5,"","",59.6236
"N76","Vittingfoss",33.5,"","HDAM","NO",59.474488,10.004542,20.1,"","",135.3
"N77","Vrenga",10.5,"","HDAM","NO",59.862852,9.384991,378,19.2,15993.6,58.6772
"N78","Hellefoss",11,"","HDAM","NO",59.787085,9.900813,5.3,"","",81.22
"N79","Embretsfoss",71,"","HDAM","NO",59.902164,9.925332,16.3,"","",335
"N80","Geithusfoss",13.5,"","HDAM","NO",59.928859,9.963443,9.19,134,3350,75.2919
"N81","Ramfoss",30,"","HDAM","NO",60.084174,9.816174,22.39,100,5200,189.8074
"N82","Hønefoss",29.4,"","HDAM","NO",60.169989,10.25448,21.5,"","",119.8912
"N83","Hofsfoss",27,"","HDAM","NO",60.185024,10.241127,26.79,"","",141.4353
"N84","Viulfoss",12.5,"","HDAM","NO",60.19444,10.322431,17.29,"","",46.6894
"N85","Herlandsfoss",13.8,"","HDAM","NO",60.582518,5.54282,136,78.9,25169.1,64.1947
"N86","Dale II",150,"","HDAM","NO",60.581954,5.823857,369.1,1.2,1190.4,664.406
"N87","Fosse",25,"","HDAM","NO",60.581956,5.884433,96.5,0,0,165.053
"N88","Kaldestad",24,"","HDAM","NO",60.554264,6.029859,80,175.89,30956.64,93.831
"N89","Matre M",150,"","HDAM","NO",60.87258,5.594089,463,143.7,160512.9,817.8172
"N90","Steinsland",170,"","HDAM","NO",60.923999,5.98594,451.3,42.6,49075.2,755.6
"N91","Stordal",26,"","HDAM","NO",60.960654,5.702609,115,83.42,21021.84,57.2289
"N92","Svelgen III",22,"","HDAM","NO",61.716661,5.236697,480,81.2,95166.4,113.0012
"N93","Brulandsfoss",12.5,"","HDAM","NO",61.435682,5.915368,20.39,0,0,59.3099
